index,Marca,Submarca,Versión,Modelo,Trans.,Comb.,Cilindros,Potencia (HP),Tamaño (L),Categoría,R. Ciudad (km/l),R. Carr. (km/l),R. Comb. (km/l),R. Ajust. (km/l),CO2(g/km),NOx (g/1000km),Calificación Gas Ef. Inv.,Calificación Contam. Aire,Hibrido
134,FORD,FOCUS,4/5PTS 2.0L 4CIL 160HP AUT,2015,AUT,Gasolina,4,160,2.0,AUTOS COMPACTOS,14.66,22.56,17.4,13.05,179,19,8,8,False
135,NISSAN,VERSA,SEDAN 4PTS 1.6L 4CIL 106HP AUT,2012,AUT,Gasolina,4,106,1.6,AUTOS COMPACTOS,14.6,20.9,18.27,13.7,170,24,8,?,False
136,NISSAN,VERSA,SEDAN 4PTS 1.6L 4CIL 106HP AUT,2013,AUT,Gasolina,4,106,1.6,AUTOS COMPACTOS,14.6,20.9,18.27,13.7,170,24,8,?,False
137,NISSAN,VERSA,SEDAN 4PTS 1.6L 4CIL 106HP AUT,2015,AUT,Gasolina,4,106,1.6,AUTOS COMPACTOS,14.6,20.9,18.27,13.7,170,24,8,?,False
138,MAZDA,CX-3,WAGON 4X4 5PTS 2.0L 4CIL 146HP AUT,2016,AUT,Gasolina,4,146,2.0,AUTOS COMPACTOS,14.6,19.4,17.81,13.36,175,6,8,9,False
139,NISSAN,VERSA,SEDAN 4PTS 1.6L 4CIL 106HP AUT,2016,AUT,Gasolina,4,106,1.6,AUTOS COMPACTOS,14.6,20.9,18.27,13.7,170,24,8,?,False
140,SUZUKI,S-CROSS,2WD 5PTAS 1.6L 4CIL118HP MAN,2016,MAN,Gasolina,4,118,1.6,AUTOS COMPACTOS,14.5,20.3,16.64,12.48,187,14,7,8,False
141,SUZUKI,S-CROSS,2WD 5PTAS 1.6L 4CIL118HP MAN,2015,MAN,Gasolina,4,118,1.6,AUTOS COMPACTOS,14.5,20.3,16.64,12.48,187,14,7,8,False
142,SUZUKI,S-CROSS,2WD 5PTAS 1.6L 4CIL118HP MAN,2017,MAN,Gasolina,4,118,1.6,AUTOS COMPACTOS,14.5,20.3,16.64,12.48,187,14,7,8,False
143,MERCEDES,A 200,CGI 5PTAS 1.6L 4CIL 156HP TURBO AUT,2018,AUT,Gasolina,4,156,1.595,AUTOS COMPACTOS,14.49,21.28,18.29,13.72,170,12,8,9,False
144,MERCEDES,A 200,CGI 5PTAS 1.6L 4CIL 156HP AUT TURBO,2016,AUT,Gasolina,4,156,1.595,AUTOS COMPACTOS,14.49,21.28,18.29,13.72,170,12,8,9,False
145,MERCEDES,A 200,CGI 5PTAS 1.6L 4CIL 156HP MAN TURBO,2016,MAN,Gasolina,4,156,1.595,AUTOS COMPACTOS,14.49,21.28,18.29,13.72,170,12,8,9,False
146,MITSUBISHI,LANCER,4PTAS 2.0L 4CIL 152HP CVT,2016,CVT,Gasolina,4,152,2.0,AUTOS COMPACTOS,14.42,22.32,17.15,12.86,181,15,8,8,False
147,HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP MAN,2011,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.4,18.6,16.03,12.02,194,11,7,9,False
148,HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP MAN,2011,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.4,18.6,16.03,12.02,194,11,7,9,False
149,HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP MAN,2012,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.4,18.6,16.03,12.02,194,11,7,9,False
150,HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP MAN,2012,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.4,18.6,16.03,12.02,194,11,7,9,False
151,HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP MAN,2013,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.4,18.6,16.03,12.02,194,11,7,9,False
152,HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP MAN,2013,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.4,18.6,16.03,12.02,194,11,7,9,False
153,MAZDA,MAZDA2,HATCHBACK 5PTS 1.5L 4CIL 102HP AUT,2015,AUT,Gasolina,4,102,1.5,AUTOS COMPACTOS,14.4,18.8,17.48,13.11,178,14,8,?,False
154,DODGE,VISION,4PTAS 1.6L 4CIL 113HP MT,2016,MAN,Gasolina,4,113,1.6,AUTOS COMPACTOS,14.31,18.78,16.03,12.02,194,28,7,6,False
155,MAZDA,MAZDA3,SEDAN 4PTS 2.5L 4CIL 185HP AUT,2014,AUT,Gasolina,4,185,2.5,AUTOS COMPACTOS,14.3,21.5,16.84,12.63,185,9,7,9,False
156,NISSAN,SENTRA,4PTS 1.8L 4CIL 129HP MAN,2015,MAN,Gasolina,4,129,1.8,AUTOS COMPACTOS,14.3,22.4,17.08,12.81,182,17,8,8,False
157,MAZDA,MAZDA3,SEDAN 4PTS 2.5L 4CIL 188HP AUT,2015,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.3,21.7,18.27,13.7,170,9,8,9,False
158,MAZDA,MAZDA3,s 4PTAS 2.5L 4CIL 188HP AUT R16,2016,AUT,Gasolina,4,188,2.488,AUTOS COMPACTOS,14.3,21.7,16.89,12.67,184,9,7,9,False
159,MAZDA,MAZDA3,i TOURING 4PTAS 2.5L 4CIL 188HP AUT R16,2017,AUT,Gasolina,4,188,2.488,AUTOS COMPACTOS,14.3,21.7,16.89,12.67,184,9,7,9,False
160,CHEVROLET,CRUZE,4PTS 1.4L 4CIL 138HP MAN TURBO,2016,MAN,Gasolina,4,138,1.4,AUTOS COMPACTOS,14.29,23.88,17.45,13.08,178,6,8,9,False
161,VW,CLASICO,TDI 4PTS 1.9L 4CIL 100HP MAN TURBO DIESEL,2012,MAN,Diesel,4,100,1.9,AUTOS COMPACTOS,14.29,21.74,18.27,13.7,196,211,7,?,False
162,VW,CLASICO,TDI 4PTS 1.9L 4CIL 100HP MAN TURBO DIESEL,2013,MAN,Diesel,4,100,1.9,AUTOS COMPACTOS,14.29,21.74,18.27,13.7,196,211,7,?,False
163,VW,JETTA,GP 4PTS 1.9L 4CIL 100HP MAN TDI,2011,M5,Diesel,4,100,1.9,AUTOS COMPACTOS,14.29,21.74,18.27,13.7,196,211,7,?,False
164,FORD,FOCUS,SEDAN 4PTS 2.0L 4CIL 160HP MAN,2014,MAN,Gasolina,4,160,2.0,AUTOS COMPACTOS,14.26,21.42,16.79,12.59,185,19,7,8,False
165,NISSAN,SENTRA,4PTS 1.8L 4CIL 129HP MAN,2013,MAN,Gasolina,4,129,1.8,AUTOS COMPACTOS,14.25,22.36,17.03,12.77,183,17,8,8,False
166,NISSAN,SENTRA,4PTAS 1.8L 4CIL 129HP CVT,2016,MAN,Gasolina,4,129,1.8,AUTOS COMPACTOS,14.25,22.36,17.03,12.77,183,17,8,8,False
167,KIA,SOUL,5PTAS 1.6L 4CIL 122HP AUT,2017,AUT,Gasolina,4,122,1.6,AUTOS COMPACTOS,14.22,20.28,17.81,13.36,175,24,8,?,False
168,KIA,SOUL,5PTAS 1.6L 4CIL 122HP AUT,2018,AUT,Gasolina,4,122,1.6,AUTOS COMPACTOS,14.22,20.28,17.81,13.36,175,24,8,?,False
169,KIA,SOUL,5PTAS 1.6L 4CIL 122HP AUT,2016,AUT,Gasolina,4,122,1.6,AUTOS COMPACTOS,14.22,20.28,16.43,12.32,189,24,7,7,False
170,FORD,FOCUS,HATCHBACK 5PTS 2.0L 4CIL 160HP MAN,2012,MAN,Gasolina,4,160,2.0,AUTOS COMPACTOS,14.2,21.4,16.73,12.55,186,16,7,8,False
171,FORD,FOCUS,SEDAN 4PTS 2.0L 4CIL 160HP MAN,2012,MAN,Gasolina,4,160,2.0,AUTOS COMPACTOS,14.2,21.4,16.73,12.55,186,16,7,8,False
172,FORD,FOCUS,HATCHBACK 5PTS 2.0L 4CIL 160HP MAN,2013,MAN,Gasolina,4,160,2.0,AUTOS COMPACTOS,14.2,21.4,16.73,12.55,186,19,7,8,False
173,FORD,FOCUS,SEDAN 4PTS 2.0L 4CIL 160HP MAN,2013,MAN,Gasolina,4,160,2.0,AUTOS COMPACTOS,14.2,21.4,16.73,12.55,186,19,7,8,False
174,HONDA,FIT,FUN 5PTS 1.5L 4CIL 130HP CVT,2015,CVT,Gasolina,4,130,1.5,AUTOS COMPACTOS,14.2,20.4,17.83,13.37,174,5,8,9,False
175,HONDA,FIT,HIT 5PTS 1.5L 4CIL 130HP CVT,2015,CVT,Gasolina,4,130,1.5,AUTOS COMPACTOS,14.2,20.4,17.83,13.37,174,5,8,9,False
176,MAZDA,MAZDA3,SEDAN 4PTS 2.5L 4CIL 188HP MAN,2015,MAN,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.2,21.1,18.03,13.52,172,9,8,9,False
177,MAZDA,MAZDA3,HATCHBACK 5PTS 2.5L 4CIL 188HP AUT,2015,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.2,21.3,18.08,13.56,172,9,8,9,False
178,HONDA,FIT,FUN 5PTS 1.5L 4CIL 130HP CVT,2016,CVT,Gasolina,4,130,1.5,AUTOS COMPACTOS,14.2,20.4,17.83,13.37,174,5,8,9,False
179,HONDA,FIT,HIT 5PTS 1.5L 4CIL 130HP CVT,2016,CVT,Gasolina,4,130,1.5,AUTOS COMPACTOS,14.2,20.4,17.83,13.37,174,5,8,9,False
180,MAZDA,MAZDA3,SEDAN 4PTS 2.5L 4CIL 188HP AUT,2016,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.2,21.3,18.08,13.56,172,9,8,9,False
181,HONDA,FIT,FUN 5PTAS 1.5L 4CIL 130HP CVT,2017,,Gasolina,4,130,1.5,AUTOS COMPACTOS,14.2,20.4,17.83,13.37,174,5,8,9,False
182,HONDA,FIT,HIT 5PTAS 1.5L 4CIL 130HP CVT,2017,,Gasolina,4,130,1.5,AUTOS COMPACTOS,14.2,20.4,17.83,13.37,174,5,8,9,False
183,MAZDA,MAZDA3,s 4PTAS 2.5L 4CIL 188HP MAN R16,2016,MAN,Gasolina,4,188,2.488,AUTOS COMPACTOS,14.2,22.1,16.92,12.69,184,8,7,9,False
184,MAZDA,MAZDA3,s GRAND TOURING 4PTAS 2.5L 4CIL 188HP AUT R18,2016,AUT,Gasolina,4,188,2.488,AUTOS COMPACTOS,14.2,21.3,16.71,12.53,186,9,7,9,False
185,MAZDA,MAZDA3,s 5PTAS 2.5L 4CIL 188HP AUT R16,2016,AUT,Gasolina,4,188,2.488,AUTOS COMPACTOS,14.2,21.3,16.71,12.53,186,9,7,9,False
186,MAZDA,MAZDA3,i TOURING 4PTAS 2.5L 4CIL 188HP MAN R16,2017,MAN,Gasolina,4,188,2.488,AUTOS COMPACTOS,14.2,22.1,16.92,12.69,184,8,7,9,False
187,MAZDA,MAZDA3,s 4PTAS 2.5L 4CIL 188HP AUT R18,2017,AUT,Gasolina,4,188,2.488,AUTOS COMPACTOS,14.2,21.3,16.71,12.53,186,9,7,9,False
188,MAZDA,MAZDA3,s GRAND TOURING 4PTAS 2.5L 4CIL 188HP AUT R18,2017,AUT,Gasolina,4,188,2.488,AUTOS COMPACTOS,14.2,21.3,16.71,12.53,186,9,7,9,False
189,MAZDA,MAZDA3,i TOURING 5PTAS 2.5L 4CIL 188HP AUT R16,2017,AUT,Gasolina,4,188,2.488,AUTOS COMPACTOS,14.2,21.3,16.71,12.53,186,9,7,9,False
190,CHEVROLET,CRUZE,4PTS 1.4L 4CIL 138HP AUT TURBO,2014,AUT,Gasolina,4,138,1.4,AUTOS COMPACTOS,14.16,22.7,17.05,12.78,182,16,8,8,False
191,DODGE,DART,4PTS 1.4L 4CIL 160HP AUT TURBO,2013,AUT,Gasolina,4,160,1.4,AUTOS COMPACTOS,14.12,22.42,16.94,12.71,183,31,7,6,False
192,HONDA,FIT,LX 5PTS 1.5L 4CIL 118HP MAN,2011,M5,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.1,18.3,15.72,11.79,198,11,7,9,False
193,HONDA,FIT,LX 5PTS 1.5L 4CIL 118HP AUT,2011,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.1,19.6,16.14,12.1,193,16,7,8,False
194,HONDA,FIT,EX 5PTS 1.5L 4CIL 118HP MAN,2011,M5,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.1,18.3,15.72,11.79,198,11,7,9,False
195,HONDA,FIT,EX 5PTS 1.5L 4CIL 118HP AUT,2011,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.1,19.6,16.14,12.1,193,16,7,8,False
196,HONDA,FIT,EX 5PTS 1.5L 4CIL 118HP AUT,2012,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.1,19.6,16.14,12.1,193,16,7,8,False
197,HONDA,FIT,EX 5PTS 1.5L 4CIL 118HP MAN,2012,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.1,18.3,15.72,11.79,198,11,7,9,False
198,HONDA,FIT,LX 5PTS 1.5L 4CIL 118HP AUT,2012,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.1,19.6,16.14,12.1,193,16,7,8,False
199,HONDA,FIT,LX 5PTS 1.5L 4CIL 118HP MAN,2012,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.1,18.3,15.72,11.79,198,11,7,9,False
200,HONDA,FIT,LX 5PTS 1.5L 4CIL 118HP MAN,2013,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.1,18.3,15.72,11.79,198,11,7,9,False
201,HONDA,FIT,LX 5PTS 1.5L 4CIL 118HP AUT,2013,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.1,19.6,16.14,12.1,193,16,7,8,False
202,HONDA,FIT,EX 5PTS 1.5L 4CIL 118HP MAN,2013,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.1,18.3,15.72,11.79,198,10,7,9,False
203,HONDA,FIT,EX 5PTS 1.5L 4CIL 118HP AUT,2013,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.1,19.6,16.14,12.1,193,20,7,7,False
204,MAZDA,MAZDA3,HATCHBACK 5PTS 2.5L 4CIL 185HP AUT,2014,AUT,Gasolina,4,185,2.5,AUTOS COMPACTOS,14.1,21.1,16.57,12.43,188,9,7,9,False
205,MAZDA,MAZDA3,HATCHBACK 5PTS 2.5L 4CIL 188HP MAN,2015,MAN,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.1,21.7,18.11,13.59,172,9,8,9,False
206,MAZDA,MAZDA3,SEDAN 4PTS 2.5L 4CIL 188HP MAN,2016,MAN,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.1,21.5,18.06,13.55,172,9,8,9,False
207,MAZDA,MAZDA3,HATCHBACK 5PTS 2.5L 4CIL 188HP AUT,2016,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.1,21.0,17.93,13.44,173,9,8,9,False
208,MAZDA,MAZDA6,SEDAN 4PTAS 2.5L 4CIL 185HP AUT,2016,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.1,20.6,16.43,12.33,189,5,7,9,False
209,MAZDA,MAZDA3,s 5PTAS 2.5L 4CIL 188HP MAN R16,2016,MAN,Gasolina,4,188,2.488,AUTOS COMPACTOS,14.1,21.7,16.74,12.55,186,8,7,9,False
210,MAZDA,MAZDA3,s GRAND TOURING 5PTAS 2.5L 4CIL 188HP AUT R18,2016,AUT,Gasolina,4,188,2.488,AUTOS COMPACTOS,14.1,21.0,16.55,12.41,188,9,7,9,False
211,MAZDA,MAZDA3,s 4PTAS 2.5L 4CIL 188HP MAN R18,2017,MAN,Gasolina,4,188,2.488,AUTOS COMPACTOS,14.1,21.5,16.68,12.51,186,8,7,9,False
212,MAZDA,MAZDA3,i TOURING 5PTAS 2.5L 4CIL 188HP MAN R16,2017,MAN,Gasolina,4,188,2.488,AUTOS COMPACTOS,14.1,21.7,16.74,12.55,186,8,7,9,False
213,MAZDA,MAZDA3,s 5PTAS 2.5L 4CIL 188HP AUT R18,2017,AUT,Gasolina,4,188,2.488,AUTOS COMPACTOS,14.1,21.0,16.55,12.41,188,9,7,9,False
214,MAZDA,MAZDA3,s GRAND TOURING 5PTAS 2.5L 4CIL 188HP AUT R18,2017,AUT,Gasolina,4,188,2.488,AUTOS COMPACTOS,14.1,21.0,16.55,12.41,188,9,7,9,False
215,MAZDA,MAZDA6,i SPORT 4PTAS 2.5L 4CIL 188HP AUT R17,2017,AUT,Gasolina,4,188,2.488,AUTOS COMPACTOS,14.1,20.6,17.81,13.36,175,5,8,9,False
216,FORD,FOCUS,HATBACHBACK 5PTAS 2.0L 4CIL 160HP MAN,2017,MAN,Gasolina,4,160,2.0,AUTOS COMPACTOS,14.1,22.1,16.84,12.63,185,18,7,8,False
217,FORD,FOCUS,SEDAN 4PTAS 2.0L 4CIL 160HP MAN,2017,MAN,Gasolina,4,160,2.0,AUTOS COMPACTOS,14.1,22.1,16.84,12.63,185,18,7,8,False
218,FORD,FOCUS,4/5PTAS 2.0L 4CIL 160HP MAN,2018,MAN,Gasolina,4,160,2.0,AUTOS COMPACTOS,14.1,22.1,16.84,12.63,185,18,7,8,False
219,MERCEDES,B 180,5PTAS 1.6L 4CIL 122HP TURBO AUT,2018,AUT,Gasolina,4,122,1.595,AUTOS COMPACTOS,14.08,20.41,17.75,13.31,175,12,8,9,False
220,MERCEDES,B 180,CGI 5PTAS 1.6L 4CIL 122HP AUT TURBO,2016,AUT,Gasolina,4,122,1.595,AUTOS COMPACTOS,14.08,20.41,17.75,13.31,175,12,8,9,False
221,MERCEDES,A180,CGI 5PTS 1.6L 4CIL 121HP AUT TURBO,2013,AUT,Gasolina,4,121,1.6,AUTOS COMPACTOS,14.08,22.22,18.23,13.68,170,12,8,9,False
222,MERCEDES,A200,CGI 5PTS 1.6L 4CIL 154HP AUT TURBO,2013,AUT,Gasolina,4,154,1.6,AUTOS COMPACTOS,14.08,22.22,18.23,13.68,170,12,8,9,False
223,KIA,FORTE,4PTAS 2.0L 4CIL 150HP MAN,2018,MAN,Gasolina,4,150,2.0,AUTOS COMPACTOS,14.08,20.63,17.81,13.36,175,27,8,?,False
224,FORD,FOCUS,4/5PTS 2.0L 4CIL 160HP MAN,2015,MAN,Gasolina,4,160,2.0,AUTOS COMPACTOS,14.07,21.93,16.77,12.58,185,19,7,8,False
225,HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP AUT,2011,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.0,19.6,16.07,12.05,194,13,7,8,False
226,HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP AUT,2011,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.0,19.6,16.07,12.05,194,13,7,8,False
227,HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP AUT,2012,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.0,19.6,16.07,12.05,194,13,7,8,False
228,HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP AUT,2012,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.0,19.6,16.07,12.05,194,13,7,8,False
229,HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP AUT,2013,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.0,19.6,16.07,12.05,194,13,7,8,False
230,HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP AUT,2013,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.0,19.6,16.07,12.05,194,13,7,8,False
231,HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP CVT,2014,CVT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.0,21.4,17.96,13.47,173,5,8,9,False
232,HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP CVT,2014,CVT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.0,21.4,17.96,13.47,173,5,8,9,False
233,HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP CVT,2016,CVT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.0,21.4,17.96,13.47,173,5,8,9,False
234,HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP CVT,2016,CVT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.0,21.4,17.96,13.47,173,5,8,9,False
235,HONDA,CITY,DX 4PTS 1.5L 4CIL 118HP CVT,2016,CVT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.0,21.4,17.96,13.47,173,5,8,9,False
236,HONDA,CITY,DX 4PTAS 1.5L 4CIL 118HP AUT CVT,2017,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.0,21.4,17.96,13.47,173,5,8,9,False
237,HONDA,CITY,EX 4PTAS 1.5L 4CIL 118HP AUT CVT,2017,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.0,21.4,17.96,13.47,173,5,8,9,False
238,HONDA,CITY,LX 4PTAS 1.5L 4CIL 118HP AUT CVT,2017,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.0,21.4,17.96,13.47,173,5,8,9,False
239,HONDA,CITY,DX 4PTAS 1.5L 4CIL 118HP AUT CVT,2018,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.0,21.4,17.96,13.47,173,5,8,9,False
240,HONDA,CITY,EX 4PTAS 1.5L 4CIL 118HP AUT CVT,2018,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.0,21.4,17.96,13.47,173,5,8,9,False
241,HONDA,CITY,EXL 4PTAS 1.5L 4CIL 118HP AUT CVT,2018,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.0,21.4,17.96,13.47,173,5,8,9,False
242,HONDA,CITY,LX 4PTAS 1.5L 4CIL 118HP AUT CVT,2018,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.0,21.4,17.96,13.47,173,5,8,9,False
243,MAZDA,MAZDA6,i GRAND TOURING 4PTAS 2.5L 4CIL 188HP AUT R19,2016,AUT,Gasolina,4,188,2.488,AUTOS COMPACTOS,14.0,20.4,17.68,13.26,176,5,8,9,False
244,MAZDA,MAZDA6,i GRAND TOURING 4PTAS 2.5L 4CIL 188HP AUT R19,2017,AUT,Gasolina,4,188,2.488,AUTOS COMPACTOS,14.0,20.4,17.68,13.26,176,5,8,9,False
245,MAZDA,MAZDA6,i GRAND TOURING PLUS 4PTAS 2.5L 4CIL 188HP AUT R20,2017,AUT,Gasolina,4,188,2.488,AUTOS COMPACTOS,14.0,20.4,17.68,13.26,176,5,8,9,False
246,NISSAN,SENTRA,4PTS 1.8L 4CIL 129HP MAN,2017,MAN,Gasolina,4,129,1.8,AUTOS COMPACTOS,13.9,22.1,16.69,12.51,186,15,7,8,False
247,MAZDA,MAZDA3,HATCHBACK 5PTS 2.5L 4CIL 188HP MAN,2016,MAN,Gasolina,4,188,2.5,AUTOS COMPACTOS,13.9,21.2,17.83,13.37,174,9,8,9,False
248,MAZDA,MAZDA3,s 5PTAS 2.5L 4CIL 188HP MAN R18,2017,MAN,Gasolina,4,188,2.488,AUTOS COMPACTOS,13.9,21.2,16.45,12.34,189,8,7,9,False
249,VW,GOLF,SPORTWAGEN TDI 5PTS 2.0L 4CIL 140HP MAN TURBO DIESEL,2012,MAN,Diesel,4,140,2.0,AUTOS COMPACTOS,13.88,21.28,17.83,13.38,200,110,7,?,False
250,VW,JETTA,MKVI TDI 4PTS 2.0L 4CIL 140HP MAN TURBO DIESEL,2012,MAN,Diesel,4,140,2.0,AUTOS COMPACTOS,13.88,21.28,17.83,13.38,200,110,7,?,False
251,VW,GOLF,SPORTWAGEN TDI 5PTS 2.0L 4CIL 140HP MAN TURBO DIESEL,2013,MAN,Diesel,4,140,2.0,AUTOS COMPACTOS,13.88,21.28,17.83,13.38,200,110,7,?,False
252,VW,JETTA,MKVI TDI 4PTS 2.0L 4CIL 140HP MAN TURBO DIESEL,2013,MAN,Diesel,4,140,2.0,AUTOS COMPACTOS,13.88,21.28,17.83,13.38,200,110,7,?,False
253,VW,JETTA,MKVI TDI 4PTS 2.0L 4CIL 140HP MAN TURBO DIESEL,2014,MAN,Diesel,4,140,2.0,AUTOS COMPACTOS,13.88,21.28,17.83,13.38,200,110,7,?,False
254,MAZDA,MAZDA3,SEDAN 4PTS 2.0L 4CIL 148HP MAN,2011,M5,Gasolina,4,148,2.0,AUTOS COMPACTOS,13.7,20.2,16.02,12.01,194,4,7,9,False
255,SEAT,TOLEDO,SEDAN 4PUERTAS 1.6L 4CIL 105HP MAN,2015,MAN,Gasolina,4,105,1.6,AUTOS COMPACTOS,13.7,22.8,16.7,12.52,186,75,7,4,False
256,RENAULT,STEPWAY,5PTS 1.6L 4CIL 110HP MAN,2011,MAN,Gasolina,4,110,1.6,AUTOS COMPACTOS,13.63,20.47,16.04,12.03,194,56,7,5,False
257,RENAULT,STEPWAY,5PTS 1.6L 4CIL 103HP MAN,2012,MAN,Gasolina,4,103,1.6,AUTOS COMPACTOS,13.63,20.47,16.04,12.03,194,56,7,5,False
258,DODGE,DART,4PTS 1.4L 4CIL 160HP MAN TURBO,2013,MAN,Gasolina,4,160,1.4,AUTOS COMPACTOS,13.63,19.43,15.75,11.81,197,31,7,6,False
259,RENAULT,STEPWAY,5PTS 1.6L 4CIL 103HP MAN,2013,MAN,Gasolina,4,103,1.6,AUTOS COMPACTOS,13.63,20.47,16.04,12.03,194,56,7,5,False
260,RENAULT,STEPWAY,5PTS 1.6L 4CIL 103HP MAN,2014,MAN,Gasolina,4,103,1.6,AUTOS COMPACTOS,13.63,20.47,16.04,12.03,194,56,7,5,False
261,NISSAN,SENTRA,4PTS 2.0L 4CIL 140HP CVT Xtronic,2011,CVT,Gasolina,4,140,2.0,AUTOS COMPACTOS,13.6,19.7,15.8,11.85,197,90,7,4,False
262,NISSAN,SENTRA,4PTS 2.0L 4CIL 140HP CVT XTRONIC,2012,CVT,Gasolina,4,140,2.0,AUTOS COMPACTOS,13.6,19.7,15.8,11.85,197,90,7,4,False
263,NISSAN,JUKE,5PTS 1.6L 4CIL 188HP MAN TURBO,2014,MAN,Gasolina,4,188,1.6,AUTOS COMPACTOS,13.6,18.4,15.41,11.56,202,10,7,9,False
264,NISSAN,JUKE,5PTS 1.6L 4CIL 188HP MAN TURBO,2015,MAN,Gasolina,4,188,1.6,AUTOS COMPACTOS,13.6,18.4,15.41,11.56,202,10,7,9,False
265,NISSAN,JUKE,5PTS 1.6L 4CIL 188HP MAN TURBO,2016,MAN,Gasolina,4,188,1.6,AUTOS COMPACTOS,13.6,18.4,15.41,11.56,202,10,7,9,False
266,VW,GOLF,SPORTWAGEN TDI 5PTS 2.0L 4CIL 140HP DSG TURBO DIESEL,2012,AUT,Diesel,4,140,2.0,AUTOS COMPACTOS,13.51,20.41,17.32,12.99,206,92,7,?,False
267,VW,JETTA,MKVI TDI 4PTS 2.0L 4CIL 140HP DSG TURBO DIESEL,2012,AUT,Diesel,4,140,2.0,AUTOS COMPACTOS,13.51,20.41,17.32,12.99,206,92,7,?,False
268,VW,GOLF,SPORTWAGEN TDI 5PTS 2.0L 4CIL 140HP DSG TURBO DIESEL,2013,DSG,Diesel,4,140,2.0,AUTOS COMPACTOS,13.51,20.41,17.32,12.99,206,92,7,?,False
269,VW,JETTA,MKVI TDI 4PTS 2.0L 4CIL 140HP DSG TURBO DIESEL,2013,DSG,Diesel,4,140,2.0,AUTOS COMPACTOS,13.51,20.41,17.32,12.99,206,92,7,?,False
270,MITSUBISHI,LANCER,4PTS 2.0L 4CIL 152HP MAN,2015,MAN,Gasolina,4,152,2.0,AUTOS COMPACTOS,13.51,18.86,16.88,12.66,184,6,7,9,False
