Modelo,Cilindros,Potencia (HP),Tamaño (L),R. Ciudad (km/l),R. Carr. (km/l),R. Comb. (km/l),R. Ajust. (km/l),CO2(g/km),NOx (g/1000km),Calificación Gas Ef. Inv.,Hibrido,Marca_Mean_Encoded,Submarca_Mean_Encoded,Versión_Mean_Encoded,Trans._Mean_Encoded,Comb._Mean_Encoded,Categoría_Mean_Encoded
2011,8,451,6.2,4.73,10.52,7.45,5.59,417,19,0,0,290.23262032085563,417.0,417.0,362.17241379310343,256.83106267029973,270.9173715029278
2014,12,624,6.6,4.71,10.2,7.37,5.53,422,37,0,0,456.53333333333336,422.0,422.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,12,510,5.513,4.7,10.52,7.42,5.56,419,28,0,0,290.23262032085563,426.0,419.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,8,518,6.2,4.68,10.52,7.4,5.55,420,13,0,0,290.23262032085563,381.6666666666667,420.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,8,518,6.2,4.67,10.52,7.39,5.54,421,23,0,0,290.23262032085563,421.0,436.5,271.68927078495125,256.83106267029973,270.9173715029278
2012,12,603,6.0,4.65,10.42,7.35,5.51,423,14,0,0,290.23262032085563,412.0,423.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,12,493,5.5,4.61,10.0,7.23,5.42,430,29,0,0,290.23262032085563,422.0,430.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,12,510,5.5,4.6,10.0,7.22,5.42,430,29,0,0,290.23262032085563,430.0,430.0,271.68927078495125,256.83106267029973,270.9173715029278
2014,8,530,5.5,4.6,10.5,7.31,5.48,425,53,0,0,290.23262032085563,381.6666666666667,425.0,271.68927078495125,256.83106267029973,270.9173715029278
2016,12,520,4.0,4.6,8.4,5.78,4.33,538,31,0,0,481.76,489.5,538.0,447.3125,256.83106267029973,270.9173715029278
2016,12,500,4.0,4.6,8.4,5.78,4.33,538,31,0,0,481.76,448.0,538.0,447.3125,256.83106267029973,270.9173715029278
2017,12,520,4.0,4.6,8.4,5.78,4.33,538,31,0,0,481.76,489.5,538.0,447.3125,256.83106267029973,270.9173715029278
2017,12,500,4.0,4.6,8.4,5.78,4.33,538,31,0,0,481.76,448.0,538.0,447.3125,256.83106267029973,270.9173715029278
2012,12,621,5.98,4.58,10.1,7.22,5.41,431,29,0,0,290.23262032085563,431.0,431.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,12,621,6.0,4.58,10.1,7.22,5.41,431,29,0,0,290.23262032085563,431.0,418.75,271.68927078495125,256.83106267029973,270.9173715029278
2013,12,621,6.0,4.58,10.1,7.22,5.41,431,29,0,0,290.23262032085563,431.0,418.75,271.68927078495125,256.83106267029973,270.9173715029278
2011,12,510,5.5,4.54,10.1,7.18,5.38,433,23,0,0,290.23262032085563,426.0,433.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,8,507,6.2,4.42,10.1,7.05,5.29,441,43,0,0,290.23262032085563,441.0,441.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,8,507,6.2,4.42,10.1,7.05,5.29,441,43,0,0,290.23262032085563,441.0,441.0,362.17241379310343,256.83106267029973,270.9173715029278
2012,12,510,5.5,4.4,8.92,6.82,5.11,456,25,0,0,290.23262032085563,456.0,456.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,12,510,5.5,4.4,8.92,6.82,5.11,456,25,0,0,290.23262032085563,456.0,456.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,10,525,5.2,4.39,9.52,6.92,5.19,449,33,0,0,250.08254716981133,377.3225806451613,449.0,230.70583190394512,256.83106267029973,270.9173715029278
2011,10,525,5.2,4.39,9.52,6.92,5.19,449,36,0,0,250.08254716981133,377.3225806451613,449.0,402.0,256.83106267029973,270.9173715029278
2011,10,525,5.2,4.39,9.52,6.92,5.19,449,33,0,0,250.08254716981133,377.3225806451613,449.0,230.70583190394512,256.83106267029973,270.9173715029278
2011,10,525,5.2,4.39,9.52,6.92,5.19,449,33,0,0,250.08254716981133,377.3225806451613,449.0,230.70583190394512,256.83106267029973,270.9173715029278
2012,10,525,5.2,4.39,9.52,6.92,5.19,449,33,0,0,250.08254716981133,377.3225806451613,449.0,230.70583190394512,256.83106267029973,270.9173715029278
2012,10,525,5.2,4.39,9.52,6.92,5.19,449,36,0,0,250.08254716981133,377.3225806451613,449.0,402.0,256.83106267029973,270.9173715029278
2013,12,453,6.7,4.38,9.8,6.96,5.22,447,30,0,0,456.53333333333336,466.9166666666667,452.75,271.68927078495125,256.83106267029973,270.9173715029278
2013,12,453,6.7,4.38,9.8,6.96,5.22,447,30,0,0,456.53333333333336,466.9166666666667,447.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,12,453,6.7,4.38,9.8,6.96,5.22,447,30,0,0,456.53333333333336,466.9166666666667,466.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,12,453,6.7,4.35,9.8,6.93,5.2,449,30,0,0,456.53333333333336,466.9166666666667,454.75,271.68927078495125,256.83106267029973,270.9173715029278
2011,12,603,6.0,4.32,10.0,6.93,5.2,449,24,0,0,290.23262032085563,449.0,449.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,8,518,6.2,4.31,9.8,6.88,5.16,452,24,0,0,290.23262032085563,452.0,452.0,362.17241379310343,256.83106267029973,270.9173715029278
2011,8,518,6.2,4.31,9.8,6.88,5.16,452,24,0,0,290.23262032085563,452.0,436.5,362.17241379310343,256.83106267029973,270.9173715029278
2011,12,603,6.0,4.31,9.8,6.88,5.16,452,24,0,0,290.23262032085563,452.0,454.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,12,453,6.7,4.31,8.85,6.71,5.03,463,17,0,0,456.53333333333336,466.9166666666667,452.75,271.68927078495125,256.83106267029973,270.9173715029278
2011,12,453,6.7,4.31,8.85,6.71,5.03,463,17,0,0,456.53333333333336,466.9166666666667,466.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,12,453,6.7,4.31,8.85,6.71,5.03,463,17,0,0,456.53333333333336,466.9166666666667,463.0,271.68927078495125,256.83106267029973,270.9173715029278
2011,12,453,6.7,4.29,8.77,6.68,5.01,466,17,0,0,456.53333333333336,466.9166666666667,454.75,271.68927078495125,256.83106267029973,270.9173715029278
2011,12,603,6.0,4.27,9.61,6.81,5.11,456,15,0,0,290.23262032085563,456.0,454.0,271.68927078495125,256.83106267029973,270.9173715029278
2014,12,621,6.0,4.2,9.6,6.73,5.05,462,42,0,0,290.23262032085563,412.0,418.75,271.68927078495125,256.83106267029973,270.9173715029278
2011,12,544,5.5,4.08,9.09,6.52,4.89,477,15,0,0,477.0,477.0,477.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,12,620,6.0,4.0,7.1,4.98,3.73,625,5,0,0,481.76,489.5,625.0,363.7798165137615,256.83106267029973,270.9173715029278
2012,12,567,6.0,4.0,7.0,4.96,3.72,627,6,0,0,481.76,489.5,627.0,363.7798165137615,256.83106267029973,270.9173715029278
2012,12,600,6.0,4.0,7.0,4.96,3.72,627,6,0,0,481.76,489.5,627.0,363.7798165137615,256.83106267029973,270.9173715029278
2012,12,567,6.0,4.0,7.0,4.96,3.72,627,6,0,0,481.76,489.5,627.0,363.7798165137615,256.83106267029973,270.9173715029278
2012,12,600,6.0,4.0,7.0,4.96,3.72,627,6,0,0,481.76,489.5,627.0,363.7798165137615,256.83106267029973,270.9173715029278
2012,12,567,6.0,4.0,7.0,4.96,3.72,627,6,0,0,481.76,489.5,627.0,363.7798165137615,256.83106267029973,270.9173715029278
2012,12,600,6.0,4.0,7.0,4.96,3.72,627,6,0,0,481.76,489.5,627.0,363.7798165137615,256.83106267029973,270.9173715029278
2012,12,453,6.7,4.0,8.54,6.34,4.75,490,17,0,0,456.53333333333336,466.9166666666667,452.75,271.68927078495125,256.83106267029973,270.9173715029278
2012,12,453,6.7,4.0,8.69,6.37,4.77,488,17,0,0,456.53333333333336,466.9166666666667,466.0,271.68927078495125,256.83106267029973,270.9173715029278
2012,12,453,6.7,4.0,8.69,6.37,4.77,488,17,0,0,456.53333333333336,466.9166666666667,488.0,271.68927078495125,256.83106267029973,270.9173715029278
2013,12,575,6.0,4.0,7.0,4.96,3.72,627,6,0,0,481.76,489.5,627.0,363.7798165137615,256.83106267029973,270.9173715029278
2013,12,575,6.0,4.0,7.0,4.96,3.72,627,6,0,0,481.76,489.5,627.0,363.7798165137615,256.83106267029973,270.9173715029278
2013,12,575,6.0,4.0,7.0,4.96,3.72,627,6,0,0,481.76,489.5,627.0,363.7798165137615,256.83106267029973,270.9173715029278
2013,12,630,6.0,4.0,7.1,4.98,3.73,625,5,0,0,481.76,489.5,530.0,363.7798165137615,256.83106267029973,270.9173715029278
2014,12,567,6.0,4.0,7.0,4.96,3.72,627,15,0,0,481.76,489.5,627.0,447.3125,256.83106267029973,270.9173715029278
2012,12,453,6.7,3.98,8.54,6.32,4.74,492,17,0,0,456.53333333333336,466.9166666666667,454.75,271.68927078495125,256.83106267029973,270.9173715029278
2013,4,117,1.5,18.5,21.9,21.2,15.9,147,3,9,1,236.23529411764707,147.0,147.0,212.61943319838056,256.83106267029973,269.01658374792703
2015,4,117,1.5,18.5,21.9,21.2,15.9,147,3,9,1,236.23529411764707,147.0,147.0,212.61943319838056,256.83106267029973,269.01658374792703
2015,4,140,1.4,17.7,28.3,21.29,15.97,146,46,9,0,185.24761904761905,189.8,146.0,199.68548387096774,256.83106267029973,269.01658374792703
2015,4,140,1.4,17.7,28.3,21.29,15.97,146,46,9,0,185.24761904761905,189.8,146.0,199.68548387096774,256.83106267029973,269.01658374792703
2015,4,122,1.4,16.9,27.6,20.47,15.35,152,67,9,0,185.24761904761905,189.8,152.0,230.70583190394512,256.83106267029973,269.01658374792703
2015,4,140,1.4,16.9,27.6,20.47,15.35,152,14,9,0,185.24761904761905,189.8,152.0,230.70583190394512,256.83106267029973,269.01658374792703
2015,4,122,1.4,16.9,27.6,20.47,15.35,152,67,9,0,185.24761904761905,189.8,152.0,230.70583190394512,256.83106267029973,269.01658374792703
2015,4,140,1.4,16.9,27.6,20.47,15.35,152,14,9,0,185.24761904761905,189.8,152.0,230.70583190394512,256.83106267029973,269.01658374792703
2016,4,125,1.4,16.4,25.8,19.62,14.71,158,23,8,0,185.24761904761905,189.8,158.0,230.70583190394512,256.83106267029973,269.01658374792703
2016,4,125,1.4,16.4,25.8,19.62,14.71,158,23,8,0,185.24761904761905,189.8,158.0,230.70583190394512,256.83106267029973,269.01658374792703
2017,4,125,1.4,16.4,25.8,19.62,14.71,158,23,8,0,185.24761904761905,189.8,158.0,230.70583190394512,256.83106267029973,269.01658374792703
2017,4,125,1.4,16.4,25.8,19.62,14.71,158,23,8,0,185.24761904761905,189.8,158.0,230.70583190394512,256.83106267029973,269.01658374792703
2016,4,150,1.4,16.3,25.0,19.33,14.49,161,24,8,0,185.24761904761905,189.8,161.0,230.70583190394512,256.83106267029973,269.01658374792703
2016,4,150,1.4,16.3,25.0,19.33,14.49,161,24,8,0,185.24761904761905,189.8,161.0,230.70583190394512,256.83106267029973,269.01658374792703
2017,4,150,1.4,16.3,25.0,19.33,14.49,161,24,8,0,185.24761904761905,189.8,161.0,230.70583190394512,256.83106267029973,269.01658374792703
2017,4,150,1.4,16.3,25.0,19.33,14.49,161,24,8,0,185.24761904761905,189.8,161.0,230.70583190394512,256.83106267029973,269.01658374792703
2016,4,150,1.4,15.9,24.0,18.75,14.06,166,59,8,0,185.24761904761905,189.8,166.0,199.68548387096774,256.83106267029973,269.01658374792703
2017,4,150,1.4,15.9,24.0,18.75,14.06,166,59,8,0,185.24761904761905,189.8,166.0,199.68548387096774,256.83106267029973,269.01658374792703
2016,3,136,1.5,15.9,23.2,18.52,13.89,168,9,8,0,195.09448818897638,172.84615384615384,162.0,230.70583190394512,256.83106267029973,269.01658374792703
2016,3,136,1.5,15.4,20.9,17.47,13.1,178,37,8,0,195.09448818897638,172.84615384615384,170.0,271.68927078495125,256.83106267029973,269.01658374792703
2016,4,192,2.0,15.39,23.5,18.22,13.66,171,23,8,0,195.09448818897638,199.57894736842104,171.0,271.68927078495125,256.83106267029973,269.01658374792703
2017,4,192,2.0,15.39,21.3,18.95,14.21,164,23,8,0,195.09448818897638,199.57894736842104,164.0,271.68927078495125,256.83106267029973,269.01658374792703
2016,4,150,1.4,15.3,24.2,18.33,13.75,170,30,8,0,185.24761904761905,189.8,170.0,199.68548387096774,256.83106267029973,269.01658374792703
2016,4,150,1.4,15.3,24.2,18.33,13.75,170,30,8,0,185.24761904761905,189.8,170.0,199.68548387096774,256.83106267029973,269.01658374792703
2017,4,150,1.4,15.3,24.2,18.33,13.75,170,30,8,0,185.24761904761905,189.8,170.0,199.68548387096774,256.83106267029973,269.01658374792703
2017,4,150,1.4,15.3,24.2,18.33,13.75,170,30,8,0,185.24761904761905,189.8,170.0,199.68548387096774,256.83106267029973,269.01658374792703
2016,4,192,2.0,15.3,20.2,17.17,12.88,181,23,8,0,195.09448818897638,199.57894736842104,181.0,271.68927078495125,256.83106267029973,269.01658374792703
2017,4,189,2.0,15.0,21.1,18.61,13.96,167,36,8,0,195.09448818897638,199.57894736842104,167.0,271.68927078495125,256.83106267029973,269.01658374792703
2015,4,180,1.8,14.6,24.0,17.72,13.29,175,9,8,0,185.24761904761905,189.8,175.0,199.68548387096774,256.83106267029973,269.01658374792703
2015,4,180,1.8,14.6,24.0,17.72,13.29,175,9,8,0,185.24761904761905,189.8,175.0,199.68548387096774,256.83106267029973,269.01658374792703
2016,4,180,1.8,14.6,24.0,17.72,13.29,175,9,8,0,185.24761904761905,189.8,175.0,199.68548387096774,256.83106267029973,269.01658374792703
2016,4,180,1.8,14.6,24.0,17.72,13.29,175,9,8,0,185.24761904761905,189.8,175.0,199.68548387096774,256.83106267029973,269.01658374792703
2017,4,180,1.8,14.6,24.0,17.72,13.29,175,9,8,0,185.24761904761905,189.8,175.0,199.68548387096774,256.83106267029973,269.01658374792703
2017,4,180,1.8,14.6,24.0,17.72,13.29,175,9,8,0,185.24761904761905,189.8,175.0,199.68548387096774,256.83106267029973,269.01658374792703
2017,4,155,1.998,14.6,22.4,18.68,14.01,166,5,8,0,206.4875,219.11111111111111,166.0,271.68927078495125,256.83106267029973,269.01658374792703
2016,4,192,2.0,14.49,22.22,18.55,13.91,168,23,8,0,195.09448818897638,199.57894736842104,168.0,271.68927078495125,256.83106267029973,269.01658374792703
2017,4,192,2.0,14.49,22.2,18.54,13.91,168,23,8,0,195.09448818897638,199.57894736842104,168.0,271.68927078495125,256.83106267029973,269.01658374792703
2016,4,190,1.6,14.33,20.17,16.48,12.36,189,13,7,0,195.09448818897638,199.57894736842104,189.0,230.70583190394512,256.83106267029973,269.01658374792703
2016,4,192,2.0,14.2,21.5,16.76,12.57,185,20,7,0,195.09448818897638,199.57894736842104,185.0,271.68927078495125,256.83106267029973,269.01658374792703
2013,4,125,1.4,14.06,23.04,17.05,12.79,182,21,8,0,185.24761904761905,189.8,182.0,230.70583190394512,256.83106267029973,269.01658374792703
2017,4,192,2.0,13.9,20.0,17.49,13.12,178,23,8,0,195.09448818897638,199.57894736842104,178.0,271.68927078495125,256.83106267029973,269.01658374792703
2017,4,231,2.0,13.9,20.4,17.61,13.21,177,26,8,0,195.09448818897638,199.57894736842104,177.0,271.68927078495125,256.83106267029973,269.01658374792703
2012,4,184,1.6,13.89,20.0,17.49,13.12,178,41,8,0,195.09448818897638,199.57894736842104,178.0,230.70583190394512,256.83106267029973,269.01658374792703
2016,4,192,2.0,13.89,20.0,17.49,13.12,178,23,8,0,195.09448818897638,199.57894736842104,178.0,271.68927078495125,256.83106267029973,269.01658374792703
2016,4,231,2.0,13.88,20.41,17.6,13.2,177,26,8,0,195.09448818897638,199.57894736842104,177.0,271.68927078495125,256.83106267029973,269.01658374792703
2011,4,125,1.4,13.88,23.62,17.04,12.78,182,35,8,0,185.24761904761905,189.8,182.0,230.70583190394512,256.83106267029973,269.01658374792703
2012,4,125,1.4,13.88,23.62,17.04,12.78,182,35,8,0,185.24761904761905,189.8,196.0,230.70583190394512,256.83106267029973,269.01658374792703
2017,4,192,2.0,13.7,19.2,17.11,12.84,182,20,8,0,195.09448818897638,199.57894736842104,182.0,271.68927078495125,256.83106267029973,269.01658374792703
2012,4,184,1.6,13.69,20.0,17.34,13.01,179,41,8,0,195.09448818897638,199.57894736842104,184.0,230.70583190394512,256.83106267029973,269.01658374792703
2013,4,184,1.6,13.69,20.0,17.34,13.01,179,41,8,0,195.09448818897638,199.57894736842104,184.0,230.70583190394512,256.83106267029973,269.01658374792703
2013,4,184,1.6,13.69,20.0,17.34,13.01,179,41,8,0,195.09448818897638,199.57894736842104,179.0,230.70583190394512,256.83106267029973,269.01658374792703
2017,4,190,1.6,13.63,19.66,17.2,12.9,181,13,8,0,195.09448818897638,199.57894736842104,183.5,230.70583190394512,256.83106267029973,269.01658374792703
2016,4,190,1.6,13.63,19.66,15.81,11.86,197,13,7,0,195.09448818897638,199.57894736842104,197.0,230.70583190394512,256.83106267029973,269.01658374792703
2016,4,190,1.6,13.61,20.26,15.97,11.98,195,21,7,0,195.09448818897638,199.57894736842104,195.0,271.68927078495125,256.83106267029973,269.01658374792703
2016,4,156,2.0,13.6,19.7,17.19,12.89,181,10,8,0,206.4875,219.11111111111111,181.0,230.70583190394512,256.83106267029973,269.01658374792703
2017,4,155,1.998,13.6,19.7,15.8,11.85,197,12,7,0,206.4875,219.11111111111111,197.0,230.70583190394512,256.83106267029973,269.01658374792703
2012,4,184,1.6,13.51,20.0,17.21,12.91,181,41,8,0,195.09448818897638,199.57894736842104,181.0,230.70583190394512,256.83106267029973,269.01658374792703
2013,4,184,1.6,13.51,20.0,17.21,12.91,181,41,8,0,195.09448818897638,199.57894736842104,188.5,230.70583190394512,256.83106267029973,269.01658374792703
2016,4,200,2.0,13.4,20.1,15.76,11.82,197,10,7,0,221.54545454545453,211.5,197.0,271.68927078495125,256.83106267029973,269.01658374792703
2016,4,192,2.0,13.4,19.5,15.6,11.7,199,26,7,0,195.09448818897638,199.57894736842104,199.0,230.70583190394512,256.83106267029973,269.01658374792703
2016,4,190,1.6,13.38,19.13,15.47,11.6,201,21,7,0,195.09448818897638,199.57894736842104,201.0,271.68927078495125,256.83106267029973,269.01658374792703
2017,4,190,1.6,13.38,19.13,16.86,12.65,184,21,7,0,195.09448818897638,199.57894736842104,185.0,271.68927078495125,256.83106267029973,269.01658374792703
2016,4,190,1.6,13.35,18.72,15.33,11.5,203,13,7,0,195.09448818897638,199.57894736842104,203.0,230.70583190394512,256.83106267029973,269.01658374792703
2017,4,190,1.6,13.35,18.72,16.72,12.54,186,13,7,0,195.09448818897638,199.57894736842104,183.5,230.70583190394512,256.83106267029973,269.01658374792703
2011,4,184,1.6,13.33,18.52,16.64,12.48,187,39,7,0,195.09448818897638,199.57894736842104,187.0,230.70583190394512,256.83106267029973,269.01658374792703
2013,4,184,1.6,13.33,18.52,16.64,12.48,187,39,7,0,195.09448818897638,199.57894736842104,187.0,230.70583190394512,256.83106267029973,269.01658374792703
2013,4,184,1.6,13.33,19.6,16.96,12.72,183,41,7,0,195.09448818897638,199.57894736842104,183.0,230.70583190394512,256.83106267029973,269.01658374792703
2012,4,184,1.6,13.33,19.6,16.96,12.72,183,41,7,0,195.09448818897638,199.57894736842104,190.0,230.70583190394512,256.83106267029973,269.01658374792703
2012,4,184,1.6,13.33,18.51,16.64,12.48,187,39,7,0,195.09448818897638,199.57894736842104,187.0,230.70583190394512,256.83106267029973,269.01658374792703
2013,4,184,1.6,13.33,19.6,16.96,12.72,183,41,7,0,195.09448818897638,199.57894736842104,183.0,230.70583190394512,256.83106267029973,269.01658374792703
2013,4,184,1.6,13.33,18.51,16.64,12.48,187,39,7,0,195.09448818897638,199.57894736842104,187.0,230.70583190394512,256.83106267029973,269.01658374792703
2012,4,184,1.6,13.33,19.6,16.96,12.72,183,41,7,0,195.09448818897638,199.57894736842104,183.0,230.70583190394512,256.83106267029973,269.01658374792703
2016,4,190,1.6,13.28,18.71,15.27,11.46,204,21,7,0,195.09448818897638,199.57894736842104,204.0,271.68927078495125,256.83106267029973,269.01658374792703
2013,4,160,1.8,13.27,21.31,15.98,11.99,195,10,7,0,185.24761904761905,189.8,195.0,199.68548387096774,256.83106267029973,269.01658374792703
2017,4,190,1.6,13.26,18.93,16.72,12.54,186,21,7,0,195.09448818897638,199.57894736842104,185.0,271.68927078495125,256.83106267029973,269.01658374792703
2016,4,190,1.6,13.26,18.93,15.33,11.49,203,21,7,0,195.09448818897638,199.57894736842104,203.0,271.68927078495125,256.83106267029973,269.01658374792703
2017,4,192,2.0,13.2,20.4,17.08,12.81,182,26,8,0,195.09448818897638,199.57894736842104,182.0,230.70583190394512,256.83106267029973,269.01658374792703
2016,4,192,2.0,13.2,21.82,16.05,12.04,194,26,7,0,195.09448818897638,199.57894736842104,194.0,230.70583190394512,256.83106267029973,269.01658374792703
2017,4,231,2.0,13.2,19.2,16.75,12.56,186,33,7,0,195.09448818897638,199.57894736842104,186.0,271.68927078495125,256.83106267029973,269.01658374792703
2016,4,190,1.6,13.09,18.75,15.15,11.36,205,13,7,0,195.09448818897638,199.57894736842104,205.0,230.70583190394512,256.83106267029973,269.01658374792703
2016,4,192,2.0,12.98,20.83,17.02,12.76,183,26,8,0,195.09448818897638,199.57894736842104,183.0,230.70583190394512,256.83106267029973,269.01658374792703
2017,4,192,2.0,12.98,20.8,17.01,12.76,183,26,8,0,195.09448818897638,199.57894736842104,183.0,230.70583190394512,256.83106267029973,269.01658374792703
2016,4,192,2.0,12.9,21.1,15.63,11.73,199,45,7,0,195.09448818897638,199.57894736842104,199.0,230.70583190394512,256.83106267029973,269.01658374792703
2012,4,170,1.4,12.82,21.73,17.11,12.83,182,29,8,0,226.8235294117647,209.83333333333334,182.0,230.70583190394512,256.83106267029973,269.01658374792703
2013,4,170,1.4,12.82,21.73,17.11,12.83,182,29,8,0,226.8235294117647,209.83333333333334,182.0,230.70583190394512,256.83106267029973,269.01658374792703
2017,6,300,2.0,12.7,18.1,14.67,11.0,212,17,6,0,288.04285714285714,251.5,212.0,280.46082949308754,256.83106267029973,269.01658374792703
2016,6,300,2.0,12.7,18.1,14.67,11.0,212,17,6,0,288.04285714285714,251.5,212.0,280.46082949308754,256.83106267029973,269.01658374792703
2017,4,192,2.0,12.7,19.2,16.37,12.28,190,26,7,0,195.09448818897638,199.57894736842104,190.0,230.70583190394512,256.83106267029973,269.01658374792703
